1, 835
2, 1231
3, 836
4, 1236
5, 833
6, 1236
7, 830
8, 1038
9, 934
10, 1030
11, 1035
12, 1031
13, 1134
14, 931
15, 1235
16, 932
17, 1235
18, 931
19, 1238
20, 838
21, 1337
22, 836
23, 1337
24, 832
25, 1236
26, 838
27, 1136
28, 1034
29, 1033
30, 1235
31, 934
32, 1331
33, 933
34, 1432
35, 930
36, 1339
37, 930
38, 1336
39, 836
40, 1332
41, 833
42, 1335
43, 835
44, 1334
45, 834
46, 1238
47, 930
48, 1039
49, 1030
50, 938
51, 1136
52, 935
53, 1239
54, 931
55, 1332
56, 938
57, 1335
58, 838
59, 1332
60, 836
61, 1331
62, 838
63, 1332
64, 833
65, 1236
66, 930
67, 1133
68, 1038
69, 1031
70, 1239
71, 933
72, 1334
73, 934
74, 1338
75, 932
76, 1337
77, 931
78, 1332
79, 838
80, 1332
81, 837
82, 1336
83, 836
84, 1331
85, 839
86, 1231
87, 939
88, 1037
89, 1135
90, 934
91, 1333
92, 935
93, 1431
94, 931
95, 1433
96, 931
97, 1338
98, 838
99, 1334
100, 836
101, 1336
102, 835
103, 1338
104, 835
105, 1237
106, 839
107, 1134
108, 1037
109, 1030
110, 1335
111, 934
112, 1431
113, 930
114, 1436
115, 933
116, 1233
117, 839
118, 1037
119, 834
120, 1330
121, 837
122, 1338
123, 836
124, 1134
125, 833
126, 1336
127, 835
128, 1130
129, 1032
130, 835
131, 1034
132, 933
133, 1035
134, 934
135, 1337
136, 930
137, 1335
138, 930
139, 1334
140, 835
141, 1334
142, 835
143, 1333
144, 834
145, 1239
146, 930
147, 1134
148, 1036
149, 1034
150, 1239
151, 933
152, 1431
153, 932
154, 1434
155, 930
156, 1433
157, 839
158, 1338
159, 838
160, 1338
161, 835
162, 1434
163, 835
164, 1337
165, 836
166, 1237
167, 937
168, 1131
169, 1230
170, 935
171, 1336
172, 934
173, 1437
174, 932
175, 1436
176, 930
177, 1434
178, 838
179, 1430
180, 836
181, 1437
182, 834
183, 1434
184, 833
185, 1430
186, 835
187, 1235
188, 932
189, 1032
190, 1136
191, 936
192, 1135
193, 936
194, 1331
195, 933
196, 1438
197, 931
198, 1539
199, 837
200, 1536
201, 837
202, 1731
203, 833
204, 1634
205, 832
206, 1531
207, 836
208, 1238
209, 1035
210, 1033
211, 1232
212, 936
213, 1135
214, 939
215, 1734
216, 932
217, 1735
218, 930
219, 1738
220, 930
221, 1832
222, 837
223, 1836
224, 832
225, 1735
226, 836
227, 1533
228, 1133
229, 1136
230, 1634
231, 1030
232, 1832
233, 938
234, 1937
235, 933
236, 1931
237, 933
238, 1937
239, 839
240, 2037
241, 838
242, 2132
243, 837
244, 2132
245, 831
246, 1933
247, 734
248, 1437
249, 1334
250, 1035
251, 1439
252, 1030
253, 1135
254, 1131
255, 1939
256, 932
257, 2032
258, 931
259, 1738
260, 839
261, 2133
262, 837
263, 2135
264, 830
265, 2037
266, 838
267, 2036
268, 839
269, 1231
270, 832
271, 1034
272, 1832
273, 939
274, 1333
275, 935
276, 1931
277, 931
278, 1932
279, 839
280, 2031
281, 930
282, 1135
283, 830
284, 1231
285, 830
286, 2032
287, 836
288, 1436
289, 934
290, 1137
291, 1434
292, 938
293, 1632
294, 934
295, 1638
296, 933
297, 1639
298, 931
299, 1637
300, 839
301, 1730
302, 833
303, 1735
304, 832
305, 1536
306, 838
307, 1434
308, 1032
309, 1134
310, 1337
311, 939
312, 1530
313, 938
314, 1636
315, 931
316, 1630
317, 931
318, 1438
319, 930
320, 1439
321, 838
322, 1531
323, 834
324, 1437
325, 833
326, 1335
327, 933
328, 1135
329, 1134
330, 1030
331, 1337
332, 936
333, 1435
334, 932
335, 1439
336, 930
337, 1438
338, 931
339, 1430
340, 838
341, 1438
342, 930
343, 1439
344, 833
345, 1433
346, 836
347, 1335
348, 939
349, 1039
350, 1037
351, 935
352, 937
353, 934
354, 1534
355, 932
356, 1530
357, 838
358, 1436
359, 930
360, 1435
361, 834
362, 1533
363, 837
364, 1531
365, 831
366, 1435
367, 839
368, 1235
369, 1034
370, 1037
371, 1231
372, 1030
373, 1335
374, 935
375, 1635
376, 932
377, 1731
378, 932
379, 1634
380, 930
381, 1730
382, 837
383, 1736
384, 833
385, 2031
386, 833
387, 1530
388, 936
389, 1331
390, 1234
391, 939
392, 1537
393, 937
394, 1638
395, 935
396, 1639
397, 933
398, 1730
399, 931
400, 1637
401, 837
402, 1730
403, 837
404, 1731
405, 831
406, 1738
407, 938
408, 1435
409, 1130
410, 1135
411, 1431
412, 936
413, 1635
414, 939
415, 1731
416, 932
417, 1733
418, 1037
419, 1830
420, 1438
421, 1638
422, 835
423, 1732
424, 833
425, 2133
426, 832
427, 1537
428, 739
429, 1330
430, 1133
431, 1037
432, 1234
433, 939
434, 1634
435, 1033
436, 1732
437, 1039
438, 1632
439, 839
440, 1437
441, 837
442, 1532
443, 839
444, 1730
445, 834
446, 1530
447, 835
448, 1339
449, 939
450, 1230
451, 1133
452, 939
453, 1336
454, 1031
455, 1233
456, 935
457, 1338
458, 931
459, 1536
460, 933
461, 1532
462, 839
463, 1535
464, 836
465, 1633
466, 835
467, 1438
468, 836
469, 1330
470, 934
471, 1138
472, 1230
473, 936
474, 1430
475, 932
476, 1434
477, 932
478, 1433
479, 931
480, 1433
481, 839
482, 1533
483, 930
484, 1736
485, 835
486, 1839
487, 739
488, 1736
489, 832
490, 1535
491, 1134
492, 1139
493, 30
494, 3735
495, 32
496, 4031
497, 230
498, 3935
499, 33
500, 3439
501, 1438
502, 1735
503, 3338
504, 537
505, 3934
506, 339
507, 4037
508, 30
509, 4031
510, 31
511, 4037
512, 36
513, 4039
514, 30
515, 3939
516, 133
517, 3936
518, 31
519, 638
520, 2532
521, 439
522, 1533
523, 638
524, 1336
525, 835
526, 1338
527, 636
528, 1135
529, 938
530, 939
531, 1131
532, 933
533, 1132
534, 638
535, 1734
536, 638
537, 1437
538, 732
539, 1136
540, 535
541, 1635
542, 633
543, 1339
544, 832
545, 1137
